ID_OREGANO:11605	HPO	UMLS	MSH	SNOMEDCT_US	MEDDRA	FYLER	NCIT	COHD	EFO	ICD10	ICD9	ICD-10	EPCC	DOID	MONDO	ICD-O	MP	MPATH	PMID	ORPHA	SNOMED_CT	ICD-9
PHENOTYPE:1	HP:0000001	C0444868																				
PHENOTYPE:2	HP:0000002	C4025901																				
PHENOTYPE:3	HP:0000003	C3714581	D021782	204962002;82525005																		
PHENOTYPE:4	HP:0000005	C1708511																				
PHENOTYPE:5	HP:0000006	C0443147		263681008																		
PHENOTYPE:6	HP:0000007	C0441748;C4020899		258211005																		
PHENOTYPE:7	HP:0000008	C4025900																				
PHENOTYPE:8	HP:0000009	C3806583																				
PHENOTYPE:9	HP:0000010	C0262655		197927001																		
PHENOTYPE:10	HP:0000011	C0005697	D001750	397732007;398064005																		
PHENOTYPE:11	HP:0000012	C0085606;C3544092;C4020898		75088002																		
PHENOTYPE:12	HP:0000013	C0266399		35850006																		
PHENOTYPE:13	HP:0000014	C0149632																				
PHENOTYPE:14	HP:0000015	C0156273	C562406	197866008																		
PHENOTYPE:15	HP:0000016	C0080274	D016055	130951007;267064002;449491000124101																		
PHENOTYPE:16	HP:0000017	C0028734	D053158	139394000																		
PHENOTYPE:17	HP:0000019	C0152032		5972002																		
PHENOTYPE:18	HP:0000020	C0042024	D014549	165232002																		
PHENOTYPE:19	HP:0000021	C1855311	C536139																			
PHENOTYPE:20	HP:0000022	C4025899																				
PHENOTYPE:21	HP:0000023	C0019294	D006552	396232000	"10022016 ""Inguinal hernia"""																	
PHENOTYPE:22	HP:0000024	C0033581	D011472	9713002																		
PHENOTYPE:23	HP:0000025	C4025898																				
PHENOTYPE:24	HP:0000026	C0151721	D005058	48723006																		
PHENOTYPE:25	HP:0000027	C0004509	D053713	425558002;48188009																		
PHENOTYPE:26	HP:0000028	C0010417	D003456	204878001		4493																
PHENOTYPE:27	HP:0000029	C0156312		17585008																		
PHENOTYPE:28	HP:0000030	C1515283					C3754															
PHENOTYPE:29	HP:0000031	C0014534	D004823	31070006																		
PHENOTYPE:30	HP:0000032	C4025897																				
PHENOTYPE:31	HP:0000033	C4021823																				
PHENOTYPE:32	HP:0000034	C1720771	D006848	26614003;386152007;55434001																		
PHENOTYPE:33	HP:0000035	C0266423		55631001																		
PHENOTYPE:34	HP:0000036	C4025896																				
PHENOTYPE:35	HP:0000037	C0238395	D058490	111332007																		
PHENOTYPE:36	HP:0000039	C0563449		406477003																		
PHENOTYPE:37	HP:0000040	C0269011		88673001																		
PHENOTYPE:38	HP:0000041	C0221182		4287008																		
PHENOTYPE:39	HP:0000042	C1848869																				
PHENOTYPE:40	HP:0000044	C0271623;C3489396	D007006	33927004																		
PHENOTYPE:41	HP:0000045	C4025895																				
PHENOTYPE:42	HP:0000046	C0431659		204912007																		
PHENOTYPE:43	HP:0000047	C1691215		204888000		4504																
PHENOTYPE:44	HP:0000048	C0341787		236780002																		
PHENOTYPE:45	HP:0000049	C1858539																				
PHENOTYPE:46	HP:0000050	C1852534																				
PHENOTYPE:47	HP:0000051	C0452148		204890004																		
PHENOTYPE:48	HP:0000052	C4025894																				
PHENOTYPE:49	HP:0000053	C1263023																				
PHENOTYPE:50	HP:0000054	C4551492		34911001																		
PHENOTYPE:51	HP:0000055	C4021822																				
PHENOTYPE:52	HP:0000056	C4025893																				
PHENOTYPE:53	HP:0000058	C4025892																				
PHENOTYPE:54	HP:0000059	C0566899		289469003																		
PHENOTYPE:55	HP:0000060	C1844527																				
PHENOTYPE:56	HP:0000061	C1859980;C4025891																				
PHENOTYPE:57	HP:0000062	C0266362	D012734	21321009																		
PHENOTYPE:58	HP:0000063	C1837532																				
PHENOTYPE:59	HP:0000064	C1849295																				
PHENOTYPE:60	HP:0000065	C0404531		16924008																		
PHENOTYPE:61	HP:0000066	C1850325																				
PHENOTYPE:62	HP:0000067	C4025890																				
PHENOTYPE:63	HP:0000068	C1610065																				
PHENOTYPE:64	HP:0000069	C1840382																				
PHENOTYPE:65	HP:0000070	C0041960	D014518	12818004																		
PHENOTYPE:66	HP:0000071	C0521618		95574003																		
PHENOTYPE:67	HP:0000072	C0521620;C4020897		69758005;95576001																		
PHENOTYPE:68	HP:0000073	C0221365		49496001																		
PHENOTYPE:69	HP:0000074	C0521619	C537373	95575002																		
PHENOTYPE:70	HP:0000075	C0266298		30275001																		
PHENOTYPE:71	HP:0000076	C0042580	D014718	197811007		4510																
PHENOTYPE:72	HP:0000077	C0022658;C0266292	D007674	44513007;90708001																		
PHENOTYPE:73	HP:0000078	C0281966;C0744356																				
PHENOTYPE:74	HP:0000079	C4021821																				
PHENOTYPE:75	HP:0000080	C4020896;C4021820																				
PHENOTYPE:76	HP:0000081	C1858565																				
PHENOTYPE:77	HP:0000083	C0035078;C1565489;C1839604	D051437	236423003;42399005																		
PHENOTYPE:78	HP:0000085	C0221353	D000069337	41729002		4507																
PHENOTYPE:79	HP:0000086	C0238207		16507009																		
PHENOTYPE:80	HP:0000089	C0266295		32659003																		
PHENOTYPE:81	HP:0000090	C0687120		204958008																		
PHENOTYPE:82	HP:0000091	C4021826																				
PHENOTYPE:83	HP:0000092	C1858395																				
PHENOTYPE:84	HP:0000093	C0033687	D011507	29738008																		
PHENOTYPE:85	HP:0000095	C4025889																				
PHENOTYPE:86	HP:0000096	C0178664		197661001;82646005																		
PHENOTYPE:87	HP:0000097	C0017668	D005923	236403004;25821008																		
PHENOTYPE:88	HP:0000098	C0241240		248328003																		
PHENOTYPE:89	HP:0000099	C0017658	D005921	36171008																		
PHENOTYPE:90	HP:0000100	C0027726	D009404	52254009																		
PHENOTYPE:91	HP:0000103	C0032617	D011141	28442001;56574000;718402002																		
PHENOTYPE:92	HP:0000104	C0542519		204942005		4503																
PHENOTYPE:93	HP:0000105	C0542518		300444006																		
PHENOTYPE:94	HP:0000107	C0022679;C3887499	D052177																			
PHENOTYPE:95	HP:0000108	C1968619																				
PHENOTYPE:96	HP:0000110	C1619700;C3536714	C563261	204949001																		
PHENOTYPE:97	HP:0000111	C1866496																				
PHENOTYPE:98	HP:0000112	C0022658;C1408258	D007674	90708001																		
PHENOTYPE:99	HP:0000113	C0022680;C1567435	D007690	82525005		4508																
PHENOTYPE:100	HP:0000114	C1839603																				
PHENOTYPE:101	HP:0000117	C1845169																				
PHENOTYPE:102	HP:0000118	C4021819																				
PHENOTYPE:103	HP:0000119	C0042063;C0080276;C4020895	D014564	287085006;42030000																		
PHENOTYPE:104	HP:0000121	C0027709;C4280679	D009397	48638002																		
PHENOTYPE:105	HP:0000122	C0266294		55726006		4509																
PHENOTYPE:106	HP:0000123	C0027697	D009393	52845002																		
PHENOTYPE:107	HP:0000124	C0151747		95568003																		
PHENOTYPE:108	HP:0000125	C0221209		56108007																		
PHENOTYPE:109	HP:0000126	C0020295	D006869	43064006		4502																
PHENOTYPE:110	HP:0000127	C1846347																				
PHENOTYPE:111	HP:0000128	C1846348																				
PHENOTYPE:112	HP:0000130	C0266383	C562565	37849005																		
PHENOTYPE:113	HP:0000131	C0042133	D007889	146801000119103;44598004;95315005			C3157															
PHENOTYPE:114	HP:0000132	C0025323	D008595	386692008																		
PHENOTYPE:115	HP:0000133	C0018051;C0018055;C0687149	D006059;D006060	205681004;38804009;83579008;95219002																		
PHENOTYPE:116	HP:0000134	C0271578		16041008																		
PHENOTYPE:117	HP:0000135	C0020619	D007006	48130008																		
PHENOTYPE:118	HP:0000136	C1850327																				
PHENOTYPE:119	HP:0000137	C0029928;C4021818	D010049	5552004																		
PHENOTYPE:120	HP:0000138	C0029927	D010048	79883001																		
PHENOTYPE:121	HP:0000139	C0042140	D014596	24976005																		
PHENOTYPE:122	HP:0000140	C3549779;C4025888																				
PHENOTYPE:123	HP:0000141	C2219717																				
PHENOTYPE:124	HP:0000142	C1856023																				
PHENOTYPE:125	HP:0000143	C0034895	D012006	65619001	"10051097 ""Rectovaginal fistula"""																	
PHENOTYPE:126	HP:0000144	C0520927		17276009																		
PHENOTYPE:127	HP:0000145	C1856006																				
PHENOTYPE:128	HP:0000147	C0032460;C1136382	D011085	69878008																		
PHENOTYPE:129	HP:0000148	C1321884		87380008																		
PHENOTYPE:130	HP:0000149	C1518716		716594002			C3754															
PHENOTYPE:131	HP:0000150	C0206661	D018238	74751003			C3754															
PHENOTYPE:132	HP:0000151	C0425913		248942000																		
PHENOTYPE:133	HP:0000152	C4021817																				
PHENOTYPE:134	HP:0000153	C0026633	D009056	128334002																		
PHENOTYPE:135	HP:0000154	C0024433	D008265	40159009																		
PHENOTYPE:136	HP:0000155	C0149745	D019226	26284000																		
PHENOTYPE:137	HP:0000157	C0878638																				
PHENOTYPE:138	HP:0000158	C0024421	D008260	25273001																		
PHENOTYPE:139	HP:0000159	C2183966																				
PHENOTYPE:140	HP:0000160	C0026034	D008865	14582003																		
PHENOTYPE:141	HP:0000161	C1850256																				
PHENOTYPE:142	HP:0000162	C0267048;C4280678	D065710	3639002																		
PHENOTYPE:143	HP:0000163	C4025887																				
PHENOTYPE:144	HP:0000164	C0040427;C0262444	D014071	422775003																		
PHENOTYPE:145	HP:0000166	C4025886																				
PHENOTYPE:146	HP:0000168	C4021816																				
PHENOTYPE:147	HP:0000169	C0016049;C0399440;C4280677	C562884;D005351	109620006;58569000			C3041															
PHENOTYPE:148	HP:0000171	C0025988;C0426492	D014060	249380003;32614006																		
PHENOTYPE:149	HP:0000172	C4025885																				
PHENOTYPE:150	HP:0000174	C4021815																				
PHENOTYPE:151	HP:0000175	C0008925;C2981150	D002972	63567004;87979003		4876																
PHENOTYPE:152	HP:0000176	C0432103;C4020894		43437003																		
PHENOTYPE:153	HP:0000177	C4025884																				
PHENOTYPE:154	HP:0000178	C4025883																				
PHENOTYPE:155	HP:0000179	C1839739;C2053437																				
PHENOTYPE:156	HP:0000180	C0431564		253752000																		
PHENOTYPE:157	HP:0000182	C4025882																				
PHENOTYPE:158	HP:0000183	C1853406;C4280676																				
PHENOTYPE:159	HP:0000185	C0432098	C562950	253997002																		
PHENOTYPE:160	HP:0000187	C1857500;C4280675																				
PHENOTYPE:161	HP:0000188	C1848977																				
PHENOTYPE:162	HP:0000189	C1398312																				
PHENOTYPE:163	HP:0000190	C4025881																				
PHENOTYPE:164	HP:0000191	C4021814																				
PHENOTYPE:165	HP:0000193	C0266122		18910001																		
PHENOTYPE:166	HP:0000194	C0240379		262016004																		
PHENOTYPE:167	HP:0000196	C1861544																				
PHENOTYPE:168	HP:0000197	C4025880																				
PHENOTYPE:169	HP:0000198	C1858569;C4280674																				
PHENOTYPE:170	HP:0000199	C0241438																				
PHENOTYPE:171	HP:0000200	C0426501;C4280673		249388005																		
PHENOTYPE:172	HP:0000201	C0031900	D010855	4602007																		
PHENOTYPE:173	HP:0000202	C0158646;C4021813		253983005;66948001																		
PHENOTYPE:174	HP:0000204	C0008924	D002971	80281008		4875																
PHENOTYPE:175	HP:0000205	C1832130																				
PHENOTYPE:176	HP:0000206	C0017675	D005928	45534005																		
PHENOTYPE:177	HP:0000207	C1849341																				
PHENOTYPE:178	HP:0000211	C0041105;C1848474;C4228933;C4280672	D014313	87866006																		
PHENOTYPE:179	HP:0000212	C0017566;C0017567;C0376480	D005885;D005886;D019214	441787004;441798003;54711002																		
PHENOTYPE:180	HP:0000214	C1857697;C4280670;C4280671																				
PHENOTYPE:181	HP:0000215	C1846423																				
PHENOTYPE:182	HP:0000216	C1839276																				
PHENOTYPE:183	HP:0000217	C0043352	D014987	300268000;56893005;87715008																		
PHENOTYPE:184	HP:0000218	C0240635		27272007																		
PHENOTYPE:185	HP:0000219	C1865017																				
PHENOTYPE:186	HP:0000220	C0042454;C4280669	D014681	229727006;232416001;278714002																		
PHENOTYPE:187	HP:0000221	C0040412	D014063	52368004																		
PHENOTYPE:188	HP:0000222	C1857013																				
PHENOTYPE:189	HP:0000223	C4025879																				
PHENOTYPE:190	HP:0000224	C0151934	D000370	697990000																		
PHENOTYPE:191	HP:0000225	C0017565	D005884	86276007																		
PHENOTYPE:192	HP:0000227	C4025878;C4280668																				
PHENOTYPE:193	HP:0000228	C4025877;C4280667																				
PHENOTYPE:194	HP:0000230	C0017574	D005891	66383009																		
PHENOTYPE:195	HP:0000232	C1853246;C1866234																				
PHENOTYPE:196	HP:0000233	C0578038		301348000																		
PHENOTYPE:197	HP:0000234	C4021812																				
PHENOTYPE:198	HP:0000235	C4025876																				
PHENOTYPE:199	HP:0000236	C4025875																				
PHENOTYPE:200	HP:0000237	C1859455																				
PHENOTYPE:201	HP:0000238	C0020255	D006849	230745008																		
PHENOTYPE:202	HP:0000239	C0456132;C4072820;C4072821;C4072822		276709006																		
PHENOTYPE:203	HP:0000240	C4025874																				
PHENOTYPE:204	HP:0000242	C1857126																				
PHENOTYPE:205	HP:0000243	C0265535;C4280665;C4280666	D003398	28740008																		
PHENOTYPE:206	HP:0000244	C1857484																				
PHENOTYPE:207	HP:0000245	C4025873																				
PHENOTYPE:208	HP:0000246	C0030469;C0037199	D010254;D012852	36971009;7393007																		
PHENOTYPE:209	HP:0000248	C0221356;C4072823;C4072824	D003398	13649004																		
PHENOTYPE:210	HP:0000250	C1854834																				
PHENOTYPE:211	HP:0000252	C4551563		271611007		4310																
PHENOTYPE:212	HP:0000253	C1850456																				
PHENOTYPE:213	HP:0000255	C0149512		15805002																		
PHENOTYPE:214	HP:0000256	C4083076;C4255213;C4280663;C4280664				4335																
PHENOTYPE:215	HP:0000260	C1866134																				
PHENOTYPE:216	HP:0000262	C0030044	D003398	48069004																		
PHENOTYPE:217	HP:0000263		D003398																			
PHENOTYPE:218	HP:0000264	C4025872																				
PHENOTYPE:219	HP:0000265	C0024904	D008417	52404001																		
PHENOTYPE:220	HP:0000267	C1860245;C4280258;C4280657;C4280658;C4280659;C4280660;C4280661;C4280662																				
PHENOTYPE:221	HP:0000268	C0221358;C4280653;C4280654;C4280655;C4280656		72239002																		
PHENOTYPE:222	HP:0000269	C1853737;C4280652																				
PHENOTYPE:223	HP:0000270	C0277828		82779003																		
PHENOTYPE:224	HP:0000271	C0266617;C1290857;C4025871		118930001;32003007;398206004;398302004																		
PHENOTYPE:225	HP:0000272	C1858085;C4280651																				
PHENOTYPE:226	HP:0000273	C0234853		37126005																		
PHENOTYPE:227	HP:0000274	C1855538																				
PHENOTYPE:228	HP:0000275	C1837463;C1849121																				
PHENOTYPE:229	HP:0000276	C1836047																				
PHENOTYPE:230	HP:0000277	C4025870																				
PHENOTYPE:231	HP:0000278	C3494422	D063173																			
PHENOTYPE:232	HP:0000280	C1845847;C4072825																				
PHENOTYPE:233	HP:0000282	C0542571		445088006																		
PHENOTYPE:234	HP:0000283	C1859680																				
PHENOTYPE:235	HP:0000286	C0678230																				
PHENOTYPE:236	HP:0000287	C4025868;C4280649;C4280650																				
PHENOTYPE:237	HP:0000288	C1857045																				
PHENOTYPE:238	HP:0000289	C1854111																				
PHENOTYPE:239	HP:0000290	C4025867																				
PHENOTYPE:240	HP:0000291	C4025866																				
PHENOTYPE:241	HP:0000292	C1837767																				
PHENOTYPE:242	HP:0000293	C1866231;C2748653;C3806443;C4280647;C4280648																				
PHENOTYPE:243	HP:0000294	C1842366																				
PHENOTYPE:244	HP:0000295	C1856361																				
PHENOTYPE:245	HP:0000297	C1845251;C4280646																				
PHENOTYPE:246	HP:0000298	C0424448		103606006																		
PHENOTYPE:247	HP:0000300	C1849025																				
PHENOTYPE:248	HP:0000301	C4025865																				
PHENOTYPE:249	HP:0000303	C0302501;C0399526;C2227134;C4280644;C4280645	D008313	109504005;22810007																		
PHENOTYPE:250	HP:0000306	C4025864																				
PHENOTYPE:251	HP:0000307	C1844505																				
PHENOTYPE:252	HP:0000308	C1839546																				
PHENOTYPE:253	HP:0000309	C4021811																				
PHENOTYPE:254	HP:0000311	C0239479;C1856468																				
PHENOTYPE:255	HP:0000315	C4025863																				
PHENOTYPE:256	HP:0000316	C0020534	D006972	194021007;22006008																		
PHENOTYPE:257	HP:0000317	C0270871	D005155	1070000																		
PHENOTYPE:258	HP:0000319	C1142533																				
PHENOTYPE:259	HP:0000320	C1837758																				
PHENOTYPE:260	HP:0000321	C1832127																				
PHENOTYPE:261	HP:0000322	C1861324																				
PHENOTYPE:262	HP:0000324	C1306710	D005146	15253005																		
PHENOTYPE:263	HP:0000325	C1835884																				
PHENOTYPE:264	HP:0000326	C4025862																				
PHENOTYPE:265	HP:0000327	C0240310;C4082243;C4280640;C4280641;C4280642;C4280643																				
PHENOTYPE:266	HP:0000329	C1861443																				
PHENOTYPE:267	HP:0000331	C1839323;C3697248		699439001																		
PHENOTYPE:268	HP:0000336	C1842060;C4280636;C4280637;C4280638;C4280639																				
PHENOTYPE:269	HP:0000337	C1849089																				
PHENOTYPE:270	HP:0000338	C0813217;C1862474;C4280635		248149005																		
PHENOTYPE:271	HP:0000339	C1846011																				
PHENOTYPE:272	HP:0000340	C1857679																				
PHENOTYPE:273	HP:0000341	C1839758																				
PHENOTYPE:274	HP:0000343	C1865014																				
PHENOTYPE:275	HP:0000346	C1848473																				
PHENOTYPE:276	HP:0000347	C0025990;C0240295;C1857130	D008844	32958008		4163																
PHENOTYPE:277	HP:0000348	C0239676;C2677762																				
PHENOTYPE:278	HP:0000349	C1853486																				
PHENOTYPE:279	HP:0000350	C1845250;C4280633;C4280634																				
PHENOTYPE:280	HP:0000356	C0266589;C1846460		275259005																		
PHENOTYPE:281	HP:0000357	C4021810																				
PHENOTYPE:282	HP:0000358	C0431478		253251006																		
PHENOTYPE:283	HP:0000359	C4021809																				
PHENOTYPE:284	HP:0000360	C0040264	D014012	162349004;162352007;60862001																		
PHENOTYPE:285	HP:0000362	C0029899	D010040	11543004																		
PHENOTYPE:286	HP:0000363	C4021808																				
PHENOTYPE:287	HP:0000364	C4025860																				
PHENOTYPE:288	HP:0000365	C0011053;C0018772;C0339789;C1384666	D003638;D034381	103276001;15188001;343087000;95828007		4868																
PHENOTYPE:289	HP:0000366	C0240547;C0265736;C2235909		128274005;72089000																		
PHENOTYPE:290	HP:0000368	C1857486																				
PHENOTYPE:291	HP:0000369	C0239234		95515009																		
PHENOTYPE:292	HP:0000370	C1861141																				
PHENOTYPE:293	HP:0000371	C0271429		3110003																		
PHENOTYPE:294	HP:0000372	C4021807																				
PHENOTYPE:295	HP:0000375	C4025858																				
PHENOTYPE:296	HP:0000376	C1857078;C4025857																				
PHENOTYPE:297	HP:0000377	C0431483;C0857379		253255002																		
PHENOTYPE:298	HP:0000378	C1845447;C4020892																				
PHENOTYPE:299	HP:0000381	C1861326																				
PHENOTYPE:300	HP:0000383	C4025856																				
PHENOTYPE:301	HP:0000384	C1860816;C4072826																				
PHENOTYPE:302	HP:0000385	C1842680																				
PHENOTYPE:303	HP:0000387	C1849364																				
PHENOTYPE:304	HP:0000388	C0029882	D010033	65363002																		
PHENOTYPE:305	HP:0000389	C0271441;C0743359		21186006																		
PHENOTYPE:306	HP:0000391	C1837732																				
PHENOTYPE:307	HP:0000394	C0266614		76223006																		
PHENOTYPE:308	HP:0000395	C1845272																				
PHENOTYPE:309	HP:0000396	C1837731																				
PHENOTYPE:310	HP:0000399	C4021806																				
PHENOTYPE:311	HP:0000400	C0152421;C0554972;C1835581;C1848570;C1850189;C1855062;C1860838		275480001;69056000																		
PHENOTYPE:312	HP:0000402	C0395837;C0576860		300127002;301061006																		
PHENOTYPE:313	HP:0000403	C0747085																				
PHENOTYPE:314	HP:0000405	C0018777	D006314	44057004																		
PHENOTYPE:315	HP:0000407	C0018784	D006319	60700002																		
PHENOTYPE:316	HP:0000408	C1843156																				
PHENOTYPE:317	HP:0000410	C0155552	D046089	77507001																		
PHENOTYPE:318	HP:0000411	C1305420;C1855285		275478007																		
PHENOTYPE:319	HP:0000413	C1398325;C1840305;C1857079;C1866190																				
PHENOTYPE:320	HP:0000414	C0240543;C1834118;C1855751	C538354																			
PHENOTYPE:321	HP:0000415	C4025855																				
PHENOTYPE:322	HP:0000417	C1857645																				
PHENOTYPE:323	HP:0000418	C1837761																				
PHENOTYPE:324	HP:0000419	C0151790		95433000																		
PHENOTYPE:325	HP:0000420	C1844857																				
PHENOTYPE:326	HP:0000421	C0014591	D004844	12441001;249366005			C26766	318556	0003895	R04.0	784.7											
PHENOTYPE:327	HP:0000422	C4021805																				
PHENOTYPE:328	HP:0000426	C1854113;C4230640																				
PHENOTYPE:329	HP:0000429	C2227020;C4021804;C4280631;C4280632																				
PHENOTYPE:330	HP:0000430	C1834055																				
PHENOTYPE:331	HP:0000431	C1839764;C1849367		249321001																		
PHENOTYPE:332	HP:0000433	C4025854																				
PHENOTYPE:333	HP:0000434	C4025853																				
PHENOTYPE:334	HP:0000436	C4025852																				
PHENOTYPE:335	HP:0000437	C1859717																				
PHENOTYPE:336	HP:0000444	C0240538																				
PHENOTYPE:337	HP:0000445	C0426421		249321001																		
PHENOTYPE:338	HP:0000446	C4551564																				
PHENOTYPE:339	HP:0000447	C1853482																				
PHENOTYPE:340	HP:0000448	C0426415;C1400105;C4280629		249311009																		
PHENOTYPE:341	HP:0000451	C1839765																				
PHENOTYPE:342	HP:0000452	C0584837		306963008																		
PHENOTYPE:343	HP:0000453	C0008297	D002754	204508009		4203																
PHENOTYPE:344	HP:0000454	C0277873		21558008;248568003																		
PHENOTYPE:345	HP:0000455	C0426429		249327002																		
PHENOTYPE:346	HP:0000456	C0426428;C4020890		249326006																		
PHENOTYPE:347	HP:0000457	C1842876																				
PHENOTYPE:348	HP:0000458	C0003126	D000857	44169009																		
PHENOTYPE:349	HP:0000460	C0426422		249322008																		
PHENOTYPE:350	HP:0000463	C1840077		708670007																		
PHENOTYPE:351	HP:0000464	C0266623;C0575167;C4280628		298390003;40052002																		
PHENOTYPE:352	HP:0000465	C0221217		11731003																		
PHENOTYPE:353	HP:0000466	C1859212																				
PHENOTYPE:354	HP:0000467	C0240479																				
PHENOTYPE:355	HP:0000468	C4025850																				
PHENOTYPE:356	HP:0000470	C0521525		95427009																		
PHENOTYPE:357	HP:0000471	C0854242																				
PHENOTYPE:358	HP:0000472	C1839816																				
PHENOTYPE:359	HP:0000473	C0040485;C0152116;C0949445	D014103	270476009;70070008;74333002																		
PHENOTYPE:360	HP:0000474	C1836940																				
PHENOTYPE:361	HP:0000475	C1853638																				
PHENOTYPE:362	HP:0000476	C0206620	D018191	399882002;40225001;423984004			C8965															
PHENOTYPE:363	HP:0000478	C0015393;C0015397	D005124;D005128	19416009;371405004;371409005																		
PHENOTYPE:364	HP:0000479	C0035300;C0035309	D012164	29555009																		
PHENOTYPE:365	HP:0000480	C3540764																				
PHENOTYPE:366	HP:0000481	C1855670;C4020889																				
PHENOTYPE:367	HP:0000482	C0266544;C1167713		26098002																		
PHENOTYPE:368	HP:0000483	C0004106	D001251	82649003																		
PHENOTYPE:369	HP:0000484	C1847524		449734001																		
PHENOTYPE:370	HP:0000485	C0344530;C1167712	C562829	204118005;268158009																		
PHENOTYPE:371	HP:0000486	C0038379	D013285	128602000;22066006																		
PHENOTYPE:372	HP:0000488	C0035309	D012164	29555009																		
PHENOTYPE:373	HP:0000490	C0014306;C0423224	D015841	246923005;80093006																		
PHENOTYPE:374	HP:0000491	C0022568	D007634	5888003																		
PHENOTYPE:375	HP:0000492	C4021803																				
PHENOTYPE:376	HP:0000493	C4025849																				
PHENOTYPE:377	HP:0000494	C0423110		246800008																		
PHENOTYPE:378	HP:0000495	C0010043;C0155119;C4020888	D003320	2055003;91514001																		
PHENOTYPE:379	HP:0000496	C0497202		103252009																		
PHENOTYPE:380	HP:0000497	C4025848																				
PHENOTYPE:381	HP:0000498	C0005741;C0339063	D001762	231796003;41446000																		
PHENOTYPE:382	HP:0000499	C2675111																				
PHENOTYPE:383	HP:0000501	C0017601	D005901	23986001																		
PHENOTYPE:384	HP:0000502	C4025847																				
PHENOTYPE:385	HP:0000503	C1855391																				
PHENOTYPE:386	HP:0000504	C4025846																				
PHENOTYPE:387	HP:0000505	C0042798;C3665347	D014786;D015354	246635007;397540003;7973008																		
PHENOTYPE:388	HP:0000506	C0423113	C562941	246803005																		
PHENOTYPE:389	HP:0000508	C0005745	D001763	11934000																		
PHENOTYPE:390	HP:0000509	C0009763;C1864156	D003231	9826008																		
PHENOTYPE:391	HP:0000510	C0035334	D012174	28835009																		
PHENOTYPE:392	HP:0000511	C0339652;C1843369		246773002																		
PHENOTYPE:393	HP:0000512	C0476397		274524001																		
PHENOTYPE:394	HP:0000514	C1321329		404686001																		
PHENOTYPE:395	HP:0000517	C0023308;C0549651	D007905	10810001																		
PHENOTYPE:396	HP:0000518	C0086543;C1510497	D002386	128306009;193570009;247053007		4865																
PHENOTYPE:397	HP:0000519	C0009691;C3277059		609587005;79410001																		
PHENOTYPE:398	HP:0000520	C0015300;C1837760;C1848490;C1862425	D005094	18265008																		
PHENOTYPE:399	HP:0000522	C0344505	C562827	253215004																		
PHENOTYPE:400	HP:0000523	C0235259		95723009																		
PHENOTYPE:401	HP:0000524	C0239105		231870008																		
PHENOTYPE:402	HP:0000525	C4025845																				
PHENOTYPE:403	HP:0000526	C0003076	D015783	69278003																		
PHENOTYPE:404	HP:0000527	C1853738																				
PHENOTYPE:405	HP:0000528	C0003119	D000853	204099004;7183006		4864																
PHENOTYPE:406	HP:0000529	C1839364;C3277697																				
PHENOTYPE:407	HP:0000531	C1096610																				
PHENOTYPE:408	HP:0000532	C4025844																				
PHENOTYPE:409	HP:0000533	C4048273		95686007																		
PHENOTYPE:410	HP:0000534	C4011556																				
PHENOTYPE:411	HP:0000537	C1303003		400956000																		
PHENOTYPE:412	HP:0000538	C0155300	C562401	57138009																		
PHENOTYPE:413	HP:0000539	C4025843																				
PHENOTYPE:414	HP:0000540	C0020490	D006956	38101003																		
PHENOTYPE:415	HP:0000541	C0035305	D012163	42059000																		
PHENOTYPE:416	HP:0000542	C1846463																				
PHENOTYPE:417	HP:0000543	C0554970		302200001																		
PHENOTYPE:418	HP:0000544	C0162292;C0162674	D009886;D017246	19373007;46252003																		
PHENOTYPE:419	HP:0000545	C0027092	D009216	57190000																		
PHENOTYPE:420	HP:0000546	C0035304	D012162	95695004																		
PHENOTYPE:421	HP:0000548		D012174																			
PHENOTYPE:422	HP:0000549	C1845274																				
PHENOTYPE:423	HP:0000550	C1855685																				
PHENOTYPE:424	HP:0000551	C0009398;C0234629;C3552853	D003117	23289000;367469000																		
PHENOTYPE:425	HP:0000552	C0155017;C1970167	D003117	51886007;85049009																		
PHENOTYPE:426	HP:0000553	C4025842																				
PHENOTYPE:427	HP:0000554	C0042164	D014605	128473001																		
PHENOTYPE:428	HP:0000555	C0152458		1361009																		
PHENOTYPE:429	HP:0000556	C0854723	D058499	314407005																		
PHENOTYPE:430	HP:0000557	C4551507	D006871																			
PHENOTYPE:431	HP:0000558	C0265341	C535679	47507006																		
PHENOTYPE:432	HP:0000559	C0349702	D065306	95726001																		
PHENOTYPE:433	HP:0000561	C1843005;C4280626;C4280627																				
PHENOTYPE:434	HP:0000563	C0022578	D007640	65636009																		
PHENOTYPE:435	HP:0000564	C0344511		278530008																		
PHENOTYPE:436	HP:0000565	C0014877	D004948	16596007																		
PHENOTYPE:437	HP:0000567	C0240896		39302008																		
PHENOTYPE:438	HP:0000568	C0026010;C4280625;C4280808	D008850	204108000;61142002		4877																
PHENOTYPE:439	HP:0000570	C1842584;C4025841																				
PHENOTYPE:440	HP:0000571	C0423082		246768008																		
PHENOTYPE:441	HP:0000572	C3665386		7973008																		
PHENOTYPE:442	HP:0000573	C0035317	D012166	28998008																		
PHENOTYPE:443	HP:0000574	C1853487																				
PHENOTYPE:444	HP:0000575	C0036454;C0344233	D009898;D012607	23388006;81016008																		
PHENOTYPE:445	HP:0000576	C0271196	D012607	33014001																		
